ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2	source
réinsérerons	Re5seR°R§	réinsérer	VER	VER			ind:fut:1p;	R_e|5|s_e|R_°|R_§	r_é|in|s_é|r_e|r_ons	0.0	0.0	synthetic
réinsérerez	Re5seR°Re	réinsérer	VER	VER			ind:fut:2p;	R_e|5|s_e|R_°|R_e	r_é|in|s_é|r_e|r_ez	0.0	0.0	synthetic
réinséreront	Re5seR°R§	réinsérer	VER	VER			ind:fut:3p;	R_e|5|s_e|R_°|R_§	r_é|in|s_é|r_e|r_ont	0.0	0.0	synthetic
réinsérai	Re5seRe	réinsérer	VER	VER			ind:pas:1s;	R_e|5|s_e|R_e	r_é|in|s_é|r_ai	0.0	0.0	synthetic
réinséras	Re5seRa	réinsérer	VER	VER			ind:pas:2s;	R_e|5|s_e|R_a	r_é|in|s_é|r_as	0.0	0.0	synthetic
réinséra	Re5seRa	réinsérer	VER	VER			ind:pas:3s;	R_e|5|s_e|R_a	r_é|in|s_é|r_a	0.0	0.0	synthetic
réinsérâmes	Re5seRam	réinsérer	VER	VER			ind:pas:1p;	R_e|5|s_e|R_a_m_#	r_é|in|s_é|r_â_m_es	0.0	0.0	synthetic
réinsérèrent	Re5seRER	réinsérer	VER	VER			ind:pas:3p;	R_e|5|s_e|R_E_R_#	r_é|in|s_é|r_è_r_ent	0.0	0.0	synthetic
réinsérerais	Re5seR°RE	réinsérer	VER	VER			cnd:pre:1s;	R_e|5|s_e|R_°|R_E	r_é|in|s_é|r_e|r_ais	0.0	0.0	synthetic
réinsérerais	Re5seR°RE	réinsérer	VER	VER			cnd:pre:2s;	R_e|5|s_e|R_°|R_E	r_é|in|s_é|r_e|r_ais	0.0	0.0	synthetic
réinsérerait	Re5seR°RE	réinsérer	VER	VER			cnd:pre:3s;	R_e|5|s_e|R_°|R_E	r_é|in|s_é|r_e|r_ait	0.0	0.0	synthetic
réinsérerions	Re5seR°Rj§	réinsérer	VER	VER			cnd:pre:1p;	R_e|5|s_e|R_°|R_j_§	r_é|in|s_é|r_e|r_i_ons	0.0	0.0	synthetic
réinséreriez	Re5seR°Rje	réinsérer	VER	VER			cnd:pre:2p;	R_e|5|s_e|R_°|R_j_e	r_é|in|s_é|r_e|r_i_ez	0.0	0.0	synthetic
réinséreraient	Re5seR°RE	réinsérer	VER	VER			cnd:pre:3p;	R_e|5|s_e|R_°|R_E	r_é|in|s_é|r_e|r_aient	0.0	0.0	synthetic
réinsère	Re5sER	réinsérer	VER	VER			sub:pre:1s;	R_e|5|s_E_R_#	r_é|in|s_è_r_e	0.0	0.0	synthetic
réinsères	Re5sER	réinsérer	VER	VER			sub:pre:2s;	R_e|5|s_E_R_#	r_é|in|s_è_r_es	0.0	0.0	synthetic
réinsère	Re5sER	réinsérer	VER	VER			sub:pre:3s;	R_e|5|s_E_R_#	r_é|in|s_è_r_e	0.0	0.0	synthetic
réinsérions	Re5seRj§	réinsérer	VER	VER			sub:pre:1p;	R_e|5|s_e|R_j_§	r_é|in|s_é|r_i_ons	0.0	0.0	synthetic
réinsériez	Re5seRje	réinsérer	VER	VER			sub:pre:2p;	R_e|5|s_e|R_j_e	r_é|in|s_é|r_i_ez	0.0	0.0	synthetic
réinsèrent	Re5sER	réinsérer	VER	VER			sub:pre:3p;	R_e|5|s_E_R_#	r_é|in|s_è_r_ent	0.0	0.0	synthetic
réinsérât	Re5seRa	réinsérer	VER	VER			sub:imp:3s;	R_e|5|s_e|R_a	r_é|in|s_é|r_ât	0.0	0.0	synthetic
réinsérassent	Re5seRas	réinsérer	VER	VER			sub:imp:3p;	R_e|5|s_e|R_a_s_#	r_é|in|s_é|r_a_ss_ent	0.0	0.0	synthetic
réinsère	Re5sER	réinsérer	VER	VER			imp:pre:2s;	R_e|5|s_E_R_#	r_é|in|s_è_r_e	0.0	0.0	synthetic
réinsérons	Re5seR§	réinsérer	VER	VER			imp:pre:1p;	R_e|5|s_e|R_§	r_é|in|s_é|r_ons	0.0	0.0	synthetic
réinsérez	Re5seRe	réinsérer	VER	VER			imp:pre:2p;	R_e|5|s_e|R_e	r_é|in|s_é|r_ez	0.0	0.0	synthetic
digères	diZER	digérer	VER	VER			ind:pre:2s;	d_i|Z_E_R_#	d_i|g_è_r_es	0.0	0.0	synthetic
digérez	diZeRe	digérer	VER	VER			ind:pre:2p;	d_i|Z_e|R_e	d_i|g_é|r_ez	0.0	0.0	synthetic
digérais	diZeRE	digérer	VER	VER			ind:imp:1s;	d_i|Z_e|R_E	d_i|g_é|r_ais	0.0	0.0	synthetic
digérais	diZeRE	digérer	VER	VER			ind:imp:2s;	d_i|Z_e|R_E	d_i|g_é|r_ais	0.0	0.0	synthetic
digérions	diZeRj§	digérer	VER	VER			ind:imp:1p;	d_i|Z_e|R_j_§	d_i|g_é|r_i_ons	0.0	0.0	synthetic
digériez	diZeRje	digérer	VER	VER			ind:imp:2p;	d_i|Z_e|R_j_e	d_i|g_é|r_i_ez	0.0	0.0	synthetic
digérerai	diZeR°Re	digérer	VER	VER			ind:fut:1s;	d_i|Z_e|R_°|R_e	d_i|g_é|r_e|r_ai	0.0	0.0	synthetic
digéreras	diZeR°Ra	digérer	VER	VER			ind:fut:2s;	d_i|Z_e|R_°|R_a	d_i|g_é|r_e|r_as	0.0	0.0	synthetic
digérerons	diZeR°R§	digérer	VER	VER			ind:fut:1p;	d_i|Z_e|R_°|R_§	d_i|g_é|r_e|r_ons	0.0	0.0	synthetic
digérerez	diZeR°Re	digérer	VER	VER			ind:fut:2p;	d_i|Z_e|R_°|R_e	d_i|g_é|r_e|r_ez	0.0	0.0	synthetic
digéreront	diZeR°R§	digérer	VER	VER			ind:fut:3p;	d_i|Z_e|R_°|R_§	d_i|g_é|r_e|r_ont	0.0	0.0	synthetic
digéras	diZeRa	digérer	VER	VER			ind:pas:2s;	d_i|Z_e|R_a	d_i|g_é|r_as	0.0	0.0	synthetic
digérâmes	diZeRam	digérer	VER	VER			ind:pas:1p;	d_i|Z_e|R_a_m_#	d_i|g_é|r_â_m_es	0.0	0.0	synthetic
digérèrent	diZeRER	digérer	VER	VER			ind:pas:3p;	d_i|Z_e|R_E_R_#	d_i|g_é|r_è_r_ent	0.0	0.0	synthetic
digérerais	diZeR°RE	digérer	VER	VER			cnd:pre:1s;	d_i|Z_e|R_°|R_E	d_i|g_é|r_e|r_ais	0.0	0.0	synthetic
digérerais	diZeR°RE	digérer	VER	VER			cnd:pre:2s;	d_i|Z_e|R_°|R_E	d_i|g_é|r_e|r_ais	0.0	0.0	synthetic
digérerions	diZeR°Rj§	digérer	VER	VER			cnd:pre:1p;	d_i|Z_e|R_°|R_j_§	d_i|g_é|r_e|r_i_ons	0.0	0.0	synthetic
digéreriez	diZeR°Rje	digérer	VER	VER			cnd:pre:2p;	d_i|Z_e|R_°|R_j_e	d_i|g_é|r_e|r_i_ez	0.0	0.0	synthetic
digéreraient	diZeR°RE	digérer	VER	VER			cnd:pre:3p;	d_i|Z_e|R_°|R_E	d_i|g_é|r_e|r_aient	0.0	0.0	synthetic
digère	diZER	digérer	VER	VER			sub:pre:1s;	d_i|Z_E_R_#	d_i|g_è_r_e	0.0	0.0	synthetic
digères	diZER	digérer	VER	VER			sub:pre:2s;	d_i|Z_E_R_#	d_i|g_è_r_es	0.0	0.0	synthetic
digère	diZER	digérer	VER	VER			sub:pre:3s;	d_i|Z_E_R_#	d_i|g_è_r_e	0.0	0.0	synthetic
digérions	diZeRj§	digérer	VER	VER			sub:pre:1p;	d_i|Z_e|R_j_§	d_i|g_é|r_i_ons	0.0	0.0	synthetic
digériez	diZeRje	digérer	VER	VER			sub:pre:2p;	d_i|Z_e|R_j_e	d_i|g_é|r_i_ez	0.0	0.0	synthetic
digèrent	diZER	digérer	VER	VER			sub:pre:3p;	d_i|Z_E_R_#	d_i|g_è_r_ent	0.0	0.0	synthetic
digérassent	diZeRas	digérer	VER	VER			sub:imp:3p;	d_i|Z_e|R_a_s_#	d_i|g_é|r_a_ss_ent	0.0	0.0	synthetic
digérons	diZeR§	digérer	VER	VER			imp:pre:1p;	d_i|Z_e|R_§	d_i|g_é|r_ons	0.0	0.0	synthetic
digérez	diZeRe	digérer	VER	VER			imp:pre:2p;	d_i|Z_e|R_e	d_i|g_é|r_ez	0.0	0.0	synthetic
indifférés	5difeRe	indifférer	VER	VER	m	p	par:pas;	5|d_i|f_e|R_e	in|d_i|ff_é|r_é_s	0.0	0.0	synthetic
indifférée	5difeRe	indifférer	VER	VER	f	s	par:pas;	5|d_i|f_e|R_e	in|d_i|ff_é|r_é_e	0.0	0.0	synthetic
indifférées	5difeRe	indifférer	VER	VER	f	p	par:pas;	5|d_i|f_e|R_e	in|d_i|ff_é|r_é_es	0.0	0.0	synthetic
exagériez	EgzaZeRje	exagérer	VER	VER			ind:imp:2p;	E_gz|a|Z_e|R_j_e	e_x|a|g_é|r_i_ez	0.0	0.0	synthetic
exagérerai	EgzaZeR°Re	exagérer	VER	VER			ind:fut:1s;	E_gz|a|Z_e|R_°|R_e	e_x|a|g_é|r_e|r_ai	0.0	0.0	synthetic
exagéreras	EgzaZeR°Ra	exagérer	VER	VER			ind:fut:2s;	E_gz|a|Z_e|R_°|R_a	e_x|a|g_é|r_e|r_as	0.0	0.0	synthetic
exagérera	EgzaZeR°Ra	exagérer	VER	VER			ind:fut:3s;	E_gz|a|Z_e|R_°|R_a	e_x|a|g_é|r_e|r_a	0.0	0.0	synthetic
exagérerez	EgzaZeR°Re	exagérer	VER	VER			ind:fut:2p;	E_gz|a|Z_e|R_°|R_e	e_x|a|g_é|r_e|r_ez	0.0	0.0	synthetic
exagéreront	EgzaZeR°R§	exagérer	VER	VER			ind:fut:3p;	E_gz|a|Z_e|R_°|R_§	e_x|a|g_é|r_e|r_ont	0.0	0.0	synthetic
exagéras	EgzaZeRa	exagérer	VER	VER			ind:pas:2s;	E_gz|a|Z_e|R_a	e_x|a|g_é|r_as	0.0	0.0	synthetic
exagérâmes	EgzaZeRam	exagérer	VER	VER			ind:pas:1p;	E_gz|a|Z_e|R_a_m_#	e_x|a|g_é|r_â_m_es	0.0	0.0	synthetic
exagérerais	EgzaZeR°RE	exagérer	VER	VER			cnd:pre:2s;	E_gz|a|Z_e|R_°|R_E	e_x|a|g_é|r_e|r_ais	0.0	0.0	synthetic
exagérerions	EgzaZeR°Rj§	exagérer	VER	VER			cnd:pre:1p;	E_gz|a|Z_e|R_°|R_j_§	e_x|a|g_é|r_e|r_i_ons	0.0	0.0	synthetic
exagéreriez	EgzaZeR°Rje	exagérer	VER	VER			cnd:pre:2p;	E_gz|a|Z_e|R_°|R_j_e	e_x|a|g_é|r_e|r_i_ez	0.0	0.0	synthetic
exagéreraient	EgzaZeR°RE	exagérer	VER	VER			cnd:pre:3p;	E_gz|a|Z_e|R_°|R_E	e_x|a|g_é|r_e|r_aient	0.0	0.0	synthetic
exagère	EgzaZER	exagérer	VER	VER			sub:pre:1s;	E_gz|a|Z_E_R_#	e_x|a|g_è_r_e	0.0	0.0	synthetic
exagères	EgzaZER	exagérer	VER	VER			sub:pre:2s;	E_gz|a|Z_E_R_#	e_x|a|g_è_r_es	0.0	0.0	synthetic
exagère	EgzaZER	exagérer	VER	VER			sub:pre:3s;	E_gz|a|Z_E_R_#	e_x|a|g_è_r_e	0.0	0.0	synthetic
exagérions	EgzaZeRj§	exagérer	VER	VER			sub:pre:1p;	E_gz|a|Z_e|R_j_§	e_x|a|g_é|r_i_ons	0.0	0.0	synthetic
exagériez	EgzaZeRje	exagérer	VER	VER			sub:pre:2p;	E_gz|a|Z_e|R_j_e	e_x|a|g_é|r_i_ez	0.0	0.0	synthetic
exagèrent	EgzaZER	exagérer	VER	VER			sub:pre:3p;	E_gz|a|Z_E_R_#	e_x|a|g_è_r_ent	0.0	0.0	synthetic
exagérât	EgzaZeRa	exagérer	VER	VER			sub:imp:3s;	E_gz|a|Z_e|R_a	e_x|a|g_é|r_ât	0.0	0.0	synthetic
exagérassent	EgzaZeRas	exagérer	VER	VER			sub:imp:3p;	E_gz|a|Z_e|R_a_s_#	e_x|a|g_é|r_a_ss_ent	0.0	0.0	synthetic
réverbérés	RevERbeRe	réverbérer	VER	VER	m	p	par:pas;	R_e|v_E_R|b_e|R_e	r_é|v_e_r|b_é|r_é_s	0.0	0.0	synthetic
réverbérées	RevERbeRe	réverbérer	VER	VER	f	p	par:pas;	R_e|v_E_R|b_e|R_e	r_é|v_e_r|b_é|r_é_es	0.0	0.0	synthetic
réverbère	RevERbER	réverbérer	VER	VER			ind:pre:1s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_e	0.0	0.0	synthetic
réverbères	RevERbER	réverbérer	VER	VER			ind:pre:2s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_es	0.0	0.0	synthetic
réverbérez	RevERbeRe	réverbérer	VER	VER			ind:pre:2p;	R_e|v_E_R|b_e|R_e	r_é|v_e_r|b_é|r_ez	0.0	0.0	synthetic
réverbérais	RevERbeRE	réverbérer	VER	VER			ind:imp:1s;	R_e|v_E_R|b_e|R_E	r_é|v_e_r|b_é|r_ais	0.0	0.0	synthetic
réverbérais	RevERbeRE	réverbérer	VER	VER			ind:imp:2s;	R_e|v_E_R|b_e|R_E	r_é|v_e_r|b_é|r_ais	0.0	0.0	synthetic
réverbérions	RevERbeRj§	réverbérer	VER	VER			ind:imp:1p;	R_e|v_E_R|b_e|R_j_§	r_é|v_e_r|b_é|r_i_ons	0.0	0.0	synthetic
réverbériez	RevERbeRje	réverbérer	VER	VER			ind:imp:2p;	R_e|v_E_R|b_e|R_j_e	r_é|v_e_r|b_é|r_i_ez	0.0	0.0	synthetic
réverbérerai	RevERbeR°Re	réverbérer	VER	VER			ind:fut:1s;	R_e|v_E_R|b_e|R_°|R_e	r_é|v_e_r|b_é|r_e|r_ai	0.0	0.0	synthetic
réverbéreras	RevERbeR°Ra	réverbérer	VER	VER			ind:fut:2s;	R_e|v_E_R|b_e|R_°|R_a	r_é|v_e_r|b_é|r_e|r_as	0.0	0.0	synthetic
réverbérera	RevERbeR°Ra	réverbérer	VER	VER			ind:fut:3s;	R_e|v_E_R|b_e|R_°|R_a	r_é|v_e_r|b_é|r_e|r_a	0.0	0.0	synthetic
réverbérerons	RevERbeR°R§	réverbérer	VER	VER			ind:fut:1p;	R_e|v_E_R|b_e|R_°|R_§	r_é|v_e_r|b_é|r_e|r_ons	0.0	0.0	synthetic
réverbérerez	RevERbeR°Re	réverbérer	VER	VER			ind:fut:2p;	R_e|v_E_R|b_e|R_°|R_e	r_é|v_e_r|b_é|r_e|r_ez	0.0	0.0	synthetic
réverbéreront	RevERbeR°R§	réverbérer	VER	VER			ind:fut:3p;	R_e|v_E_R|b_e|R_°|R_§	r_é|v_e_r|b_é|r_e|r_ont	0.0	0.0	synthetic
réverbérai	RevERbeRe	réverbérer	VER	VER			ind:pas:1s;	R_e|v_E_R|b_e|R_e	r_é|v_e_r|b_é|r_ai	0.0	0.0	synthetic
réverbéras	RevERbeRa	réverbérer	VER	VER			ind:pas:2s;	R_e|v_E_R|b_e|R_a	r_é|v_e_r|b_é|r_as	0.0	0.0	synthetic
réverbérâmes	RevERbeRam	réverbérer	VER	VER			ind:pas:1p;	R_e|v_E_R|b_e|R_a_m_#	r_é|v_e_r|b_é|r_â_m_es	0.0	0.0	synthetic
réverbérèrent	RevERbeRER	réverbérer	VER	VER			ind:pas:3p;	R_e|v_E_R|b_e|R_E_R_#	r_é|v_e_r|b_é|r_è_r_ent	0.0	0.0	synthetic
réverbérerais	RevERbeR°RE	réverbérer	VER	VER			cnd:pre:1s;	R_e|v_E_R|b_e|R_°|R_E	r_é|v_e_r|b_é|r_e|r_ais	0.0	0.0	synthetic
réverbérerais	RevERbeR°RE	réverbérer	VER	VER			cnd:pre:2s;	R_e|v_E_R|b_e|R_°|R_E	r_é|v_e_r|b_é|r_e|r_ais	0.0	0.0	synthetic
réverbérerait	RevERbeR°RE	réverbérer	VER	VER			cnd:pre:3s;	R_e|v_E_R|b_e|R_°|R_E	r_é|v_e_r|b_é|r_e|r_ait	0.0	0.0	synthetic
réverbérerions	RevERbeR°Rj§	réverbérer	VER	VER			cnd:pre:1p;	R_e|v_E_R|b_e|R_°|R_j_§	r_é|v_e_r|b_é|r_e|r_i_ons	0.0	0.0	synthetic
réverbéreriez	RevERbeR°Rje	réverbérer	VER	VER			cnd:pre:2p;	R_e|v_E_R|b_e|R_°|R_j_e	r_é|v_e_r|b_é|r_e|r_i_ez	0.0	0.0	synthetic
réverbéreraient	RevERbeR°RE	réverbérer	VER	VER			cnd:pre:3p;	R_e|v_E_R|b_e|R_°|R_E	r_é|v_e_r|b_é|r_e|r_aient	0.0	0.0	synthetic
réverbère	RevERbER	réverbérer	VER	VER			sub:pre:1s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_e	0.0	0.0	synthetic
réverbères	RevERbER	réverbérer	VER	VER			sub:pre:2s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_es	0.0	0.0	synthetic
réverbère	RevERbER	réverbérer	VER	VER			sub:pre:3s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_e	0.0	0.0	synthetic
réverbérions	RevERbeRj§	réverbérer	VER	VER			sub:pre:1p;	R_e|v_E_R|b_e|R_j_§	r_é|v_e_r|b_é|r_i_ons	0.0	0.0	synthetic
réverbériez	RevERbeRje	réverbérer	VER	VER			sub:pre:2p;	R_e|v_E_R|b_e|R_j_e	r_é|v_e_r|b_é|r_i_ez	0.0	0.0	synthetic
réverbèrent	RevERbER	réverbérer	VER	VER			sub:pre:3p;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_ent	0.0	0.0	synthetic
réverbérât	RevERbeRa	réverbérer	VER	VER			sub:imp:3s;	R_e|v_E_R|b_e|R_a	r_é|v_e_r|b_é|r_ât	0.0	0.0	synthetic
réverbérassent	RevERbeRas	réverbérer	VER	VER			sub:imp:3p;	R_e|v_E_R|b_e|R_a_s_#	r_é|v_e_r|b_é|r_a_ss_ent	0.0	0.0	synthetic
réverbère	RevERbER	réverbérer	VER	VER			imp:pre:2s;	R_e|v_E_R|b_E_R_#	r_é|v_e_r|b_è_r_e	0.0	0.0	synthetic
réverbérons	RevERbeR§	réverbérer	VER	VER			imp:pre:1p;	R_e|v_E_R|b_e|R_§	r_é|v_e_r|b_é|r_ons	0.0	0.0	synthetic
réverbérez	RevERbeRe	réverbérer	VER	VER			imp:pre:2p;	R_e|v_E_R|b_e|R_e	r_é|v_e_r|b_é|r_ez	0.0	0.0	synthetic
profère	pRofER	proférer	VER	VER			ind:pre:1s;	p_R_o|f_E_R_#	p_r_o|f_è_r_e	0.0	0.0	synthetic
profères	pRofER	proférer	VER	VER			ind:pre:2s;	p_R_o|f_E_R_#	p_r_o|f_è_r_es	0.0	0.0	synthetic
proférais	pRofeRE	proférer	VER	VER			ind:imp:1s;	p_R_o|f_e|R_E	p_r_o|f_é|r_ais	0.0	0.0	synthetic
proférais	pRofeRE	proférer	VER	VER			ind:imp:2s;	p_R_o|f_e|R_E	p_r_o|f_é|r_ais	0.0	0.0	synthetic
profériez	pRofeRje	proférer	VER	VER			ind:imp:2p;	p_R_o|f_e|R_j_e	p_r_o|f_é|r_i_ez	0.0	0.0	synthetic
proférerai	pRofeR°Re	proférer	VER	VER			ind:fut:1s;	p_R_o|f_e|R_°|R_e	p_r_o|f_é|r_e|r_ai	0.0	0.0	synthetic
proféreras	pRofeR°Ra	proférer	VER	VER			ind:fut:2s;	p_R_o|f_e|R_°|R_a	p_r_o|f_é|r_e|r_as	0.0	0.0	synthetic
proférera	pRofeR°Ra	proférer	VER	VER			ind:fut:3s;	p_R_o|f_e|R_°|R_a	p_r_o|f_é|r_e|r_a	0.0	0.0	synthetic
proférerons	pRofeR°R§	proférer	VER	VER			ind:fut:1p;	p_R_o|f_e|R_°|R_§	p_r_o|f_é|r_e|r_ons	0.0	0.0	synthetic
proférerez	pRofeR°Re	proférer	VER	VER			ind:fut:2p;	p_R_o|f_e|R_°|R_e	p_r_o|f_é|r_e|r_ez	0.0	0.0	synthetic
proféreront	pRofeR°R§	proférer	VER	VER			ind:fut:3p;	p_R_o|f_e|R_°|R_§	p_r_o|f_é|r_e|r_ont	0.0	0.0	synthetic
proférai	pRofeRe	proférer	VER	VER			ind:pas:1s;	p_R_o|f_e|R_e	p_r_o|f_é|r_ai	0.0	0.0	synthetic
proféras	pRofeRa	proférer	VER	VER			ind:pas:2s;	p_R_o|f_e|R_a	p_r_o|f_é|r_as	0.0	0.0	synthetic
proférâmes	pRofeRam	proférer	VER	VER			ind:pas:1p;	p_R_o|f_e|R_a_m_#	p_r_o|f_é|r_â_m_es	0.0	0.0	synthetic
proférèrent	pRofeRER	proférer	VER	VER			ind:pas:3p;	p_R_o|f_e|R_E_R_#	p_r_o|f_é|r_è_r_ent	0.0	0.0	synthetic
proférerais	pRofeR°RE	proférer	VER	VER			cnd:pre:1s;	p_R_o|f_e|R_°|R_E	p_r_o|f_é|r_e|r_ais	0.0	0.0	synthetic
proférerais	pRofeR°RE	proférer	VER	VER			cnd:pre:2s;	p_R_o|f_e|R_°|R_E	p_r_o|f_é|r_e|r_ais	0.0	0.0	synthetic
proférerait	pRofeR°RE	proférer	VER	VER			cnd:pre:3s;	p_R_o|f_e|R_°|R_E	p_r_o|f_é|r_e|r_ait	0.0	0.0	synthetic
proférerions	pRofeR°Rj§	proférer	VER	VER			cnd:pre:1p;	p_R_o|f_e|R_°|R_j_§	p_r_o|f_é|r_e|r_i_ons	0.0	0.0	synthetic
proféreriez	pRofeR°Rje	proférer	VER	VER			cnd:pre:2p;	p_R_o|f_e|R_°|R_j_e	p_r_o|f_é|r_e|r_i_ez	0.0	0.0	synthetic
profère	pRofER	proférer	VER	VER			sub:pre:1s;	p_R_o|f_E_R_#	p_r_o|f_è_r_e	0.0	0.0	synthetic
profères	pRofER	proférer	VER	VER			sub:pre:2s;	p_R_o|f_E_R_#	p_r_o|f_è_r_es	0.0	0.0	synthetic
profère	pRofER	proférer	VER	VER			sub:pre:3s;	p_R_o|f_E_R_#	p_r_o|f_è_r_e	0.0	0.0	synthetic
proférions	pRofeRj§	proférer	VER	VER			sub:pre:1p;	p_R_o|f_e|R_j_§	p_r_o|f_é|r_i_ons	0.0	0.0	synthetic
profériez	pRofeRje	proférer	VER	VER			sub:pre:2p;	p_R_o|f_e|R_j_e	p_r_o|f_é|r_i_ez	0.0	0.0	synthetic
profèrent	pRofER	proférer	VER	VER			sub:pre:3p;	p_R_o|f_E_R_#	p_r_o|f_è_r_ent	0.0	0.0	synthetic
proférassent	pRofeRas	proférer	VER	VER			sub:imp:3p;	p_R_o|f_e|R_a_s_#	p_r_o|f_é|r_a_ss_ent	0.0	0.0	synthetic
profère	pRofER	proférer	VER	VER			imp:pre:2s;	p_R_o|f_E_R_#	p_r_o|f_è_r_e	0.0	0.0	synthetic
proférons	pRofeR§	proférer	VER	VER			imp:pre:1p;	p_R_o|f_e|R_§	p_r_o|f_é|r_ons	0.0	0.0	synthetic
proférez	pRofeRe	proférer	VER	VER			imp:pre:2p;	p_R_o|f_e|R_e	p_r_o|f_é|r_ez	0.0	0.0	synthetic
délibères	delibER	délibérer	VER	VER			ind:pre:2s;	d_e|l_i|b_E_R_#	d_é|l_i|b_è_r_es	0.0	0.0	synthetic
délibérez	delibeRe	délibérer	VER	VER			ind:pre:2p;	d_e|l_i|b_e|R_e	d_é|l_i|b_é|r_ez	0.0	0.0	synthetic
délibérais	delibeRE	délibérer	VER	VER			ind:imp:1s;	d_e|l_i|b_e|R_E	d_é|l_i|b_é|r_ais	0.0	0.0	synthetic
délibérais	delibeRE	délibérer	VER	VER			ind:imp:2s;	d_e|l_i|b_e|R_E	d_é|l_i|b_é|r_ais	0.0	0.0	synthetic
délibériez	delibeRje	délibérer	VER	VER			ind:imp:2p;	d_e|l_i|b_e|R_j_e	d_é|l_i|b_é|r_i_ez	0.0	0.0	synthetic
délibérerai	delibeR°Re	délibérer	VER	VER			ind:fut:1s;	d_e|l_i|b_e|R_°|R_e	d_é|l_i|b_é|r_e|r_ai	0.0	0.0	synthetic
délibéreras	delibeR°Ra	délibérer	VER	VER			ind:fut:2s;	d_e|l_i|b_e|R_°|R_a	d_é|l_i|b_é|r_e|r_as	0.0	0.0	synthetic
délibérerons	delibeR°R§	délibérer	VER	VER			ind:fut:1p;	d_e|l_i|b_e|R_°|R_§	d_é|l_i|b_é|r_e|r_ons	0.0	0.0	synthetic
délibérerez	delibeR°Re	délibérer	VER	VER			ind:fut:2p;	d_e|l_i|b_e|R_°|R_e	d_é|l_i|b_é|r_e|r_ez	0.0	0.0	synthetic
délibéreront	delibeR°R§	délibérer	VER	VER			ind:fut:3p;	d_e|l_i|b_e|R_°|R_§	d_é|l_i|b_é|r_e|r_ont	0.0	0.0	synthetic
délibérai	delibeRe	délibérer	VER	VER			ind:pas:1s;	d_e|l_i|b_e|R_e	d_é|l_i|b_é|r_ai	0.0	0.0	synthetic
délibéras	delibeRa	délibérer	VER	VER			ind:pas:2s;	d_e|l_i|b_e|R_a	d_é|l_i|b_é|r_as	0.0	0.0	synthetic
délibérâmes	delibeRam	délibérer	VER	VER			ind:pas:1p;	d_e|l_i|b_e|R_a_m_#	d_é|l_i|b_é|r_â_m_es	0.0	0.0	synthetic
délibérerais	delibeR°RE	délibérer	VER	VER			cnd:pre:1s;	d_e|l_i|b_e|R_°|R_E	d_é|l_i|b_é|r_e|r_ais	0.0	0.0	synthetic
délibérerais	delibeR°RE	délibérer	VER	VER			cnd:pre:2s;	d_e|l_i|b_e|R_°|R_E	d_é|l_i|b_é|r_e|r_ais	0.0	0.0	synthetic
délibérerait	delibeR°RE	délibérer	VER	VER			cnd:pre:3s;	d_e|l_i|b_e|R_°|R_E	d_é|l_i|b_é|r_e|r_ait	0.0	0.0	synthetic
délibérerions	delibeR°Rj§	délibérer	VER	VER			cnd:pre:1p;	d_e|l_i|b_e|R_°|R_j_§	d_é|l_i|b_é|r_e|r_i_ons	0.0	0.0	synthetic
délibéreriez	delibeR°Rje	délibérer	VER	VER			cnd:pre:2p;	d_e|l_i|b_e|R_°|R_j_e	d_é|l_i|b_é|r_e|r_i_ez	0.0	0.0	synthetic
délibère	delibER	délibérer	VER	VER			sub:pre:1s;	d_e|l_i|b_E_R_#	d_é|l_i|b_è_r_e	0.0	0.0	synthetic
délibères	delibER	délibérer	VER	VER			sub:pre:2s;	d_e|l_i|b_E_R_#	d_é|l_i|b_è_r_es	0.0	0.0	synthetic
délibère	delibER	délibérer	VER	VER			sub:pre:3s;	d_e|l_i|b_E_R_#	d_é|l_i|b_è_r_e	0.0	0.0	synthetic
délibérions	delibeRj§	délibérer	VER	VER			sub:pre:1p;	d_e|l_i|b_e|R_j_§	d_é|l_i|b_é|r_i_ons	0.0	0.0	synthetic
délibériez	delibeRje	délibérer	VER	VER			sub:pre:2p;	d_e|l_i|b_e|R_j_e	d_é|l_i|b_é|r_i_ez	0.0	0.0	synthetic
délibèrent	delibER	délibérer	VER	VER			sub:pre:3p;	d_e|l_i|b_E_R_#	d_é|l_i|b_è_r_ent	0.0	0.0	synthetic
délibérât	delibeRa	délibérer	VER	VER			sub:imp:3s;	d_e|l_i|b_e|R_a	d_é|l_i|b_é|r_ât	0.0	0.0	synthetic
délibérassent	delibeRas	délibérer	VER	VER			sub:imp:3p;	d_e|l_i|b_e|R_a_s_#	d_é|l_i|b_é|r_a_ss_ent	0.0	0.0	synthetic
