item	phono	cgram	grapheme	assoc	regTo_GP
ravivée	Ravive	VER	r.a.v.i.v.é.e	r-R.a-a.v-v.i-i.v-v.é-e.e-#	1.1.1.1.1.1.1.
ravoir	RavwaR	VER	r.a.v.oi.r	r-R.a-a.v-v.oi-wa.r-R	1.1.1.1.1.
raya	REja	VER	r.a.y.a	r-R.a-E.y-j.a-a	1.0.0.1.
rayables	REjabl	ADJ	r.ay.a.b.l.es	r-R.ay-Ej.a-a.b-b.l-l.es-#	1.1.1.1.1.1.
rayaient	REjE	VER	r.a.y.aient	r-R.a-E.y-j.aient-E	1.0.0.1.
rayait	REjE	VER	r.a.y.ait	r-R.a-E.y-j.ait-E	1.0.0.1.
rayant	REj@	VER	r.a.y.ant	r-R.a-E.y-j.ant-@	1.0.0.1.
raye	REj	VER	r.a.y.e	r-R.a-E.y-j.e-#	1.0.0.1.
rayent	REj	VER	r.a.y.ent	r-R.a-E.y-j.ent-#	1.0.0.0.
rayer	REje	VER	r.a.y.er	r-R.a-E.y-j.er-e	1.0.0.1.
rayera	REj°Ra	VER	r.ay.e.r.a	r-R.ay-Ej.e-°.r-R.a-a	1.1.0.1.1.
rayerai	REj°Re	VER	r.ay.e.r.ai	r-R.ay-Ej.e-°.r-R.ai-e	1.1.0.1.1.
rayerais	REj°RE	VER	r.a.y.e.r.ais	r-R.a-E.y-j.e-°.r-R.ais-E	1.0.0.0.1.1.
rayeras	REj°Ra	VER	r.ay.e.r.as	r-R.ay-Ej.e-°.r-R.as-a	1.1.0.1.1.
rayeront	REj°R§	VER	r.ay.e.r.ont	r-R.ay-Ej.e-°.r-R.ont-§	1.1.0.1.1.
rayez	REje	VER	r.a.y.ez	r-R.a-E.y-j.ez-e	1.0.0.1.
rayions	REjj§	VER	r.a.y.i.ons	r-R.a-E.y-j.i-j.ons-§	1.0.0.0.1.
rayon	REj§	NOM	r.ay.on	r-R.ay-Ej.on-§	1.1.1.
rayonna	REjona	VER	r.ay.o.nn.a	r-R.ay-Ej.o-o.nn-n.a-a	1.1.0.1.1.
rayonnage	REjonaZ	NOM	r.ay.o.nn.a.ge	r-R.ay-Ej.o-o.nn-n.a-a.ge-Z	1.1.0.1.1.1.
rayonnages	REjonaZ	NOM	r.ay.o.nn.a.g.es	r-R.ay-Ej.o-o.nn-n.a-a.g-Z.es-#	1.1.0.1.1.1.1.
rayonnaient	REjonE	VER	r.ay.o.nn.aient	r-R.ay-Ej.o-o.nn-n.aient-E	1.1.0.1.1.
rayonnais	REjonE	VER	r.ay.o.nn.ais	r-R.ay-Ej.o-o.nn-n.ais-E	1.1.0.1.1.
rayonnait	REjonE	VER	r.ay.o.nn.ait	r-R.ay-Ej.o-o.nn-n.ait-E	1.1.0.1.1.
rayonnant	REjon@	ADJ	r.ay.o.nn.ant	r-R.ay-Ej.o-o.nn-n.ant-@	1.1.0.1.1.
rayonnant	REjon@	VER	r.ay.o.nn.ant	r-R.ay-Ej.o-o.nn-n.ant-@	1.1.0.1.1.
rayonnante	REjon@t	ADJ	r.ay.o.nn.an.t.e	r-R.ay-Ej.o-o.nn-n.an-@.t-t.e-#	1.1.0.1.1.1.1.
rayonnantes	REjon@t	ADJ	r.ay.o.nn.an.t.es	r-R.ay-Ej.o-o.nn-n.an-@.t-t.es-#	1.1.0.1.1.1.1.
rayonnants	REjon@	ADJ	r.ay.o.nn.an.ts	r-R.ay-Ej.o-o.nn-n.an-@.ts-#	1.1.0.1.1.1.
rayonne	REjOn	NOM	r.ay.o.nn.e	r-R.ay-Ej.o-O.nn-n.e-#	1.1.1.1.1.
rayonne	REjOn	VER	r.ay.o.nn.e	r-R.ay-Ej.o-O.nn-n.e-#	1.1.1.1.1.
rayonnement	REjOn°m@	NOM	r.ay.o.nn.e.m.ent	r-R.ay-Ej.o-O.nn-n.e-°.m-m.ent-@	1.1.1.1.0.1.1.
rayonnements	REjOn°m@	NOM	r.ay.o.nn.e.m.en.ts	r-R.ay-Ej.o-O.nn-n.e-°.m-m.en-@.ts-#	1.1.1.1.0.1.1.1.
rayonnent	REjOn	VER	r.ay.o.nn.ent	r-R.ay-Ej.o-O.nn-n.ent-#	1.1.1.1.0.
rayonner	REjone	VER	r.ay.o.nn.er	r-R.ay-Ej.o-o.nn-n.er-e	1.1.0.1.1.
rayonnera	REjOn°Ra	VER	r.ay.o.nn.e.r.a	r-R.ay-Ej.o-O.nn-n.e-°.r-R.a-a	1.1.1.1.0.1.1.
rayonnerait	REjOn°RE	VER	r.ay.o.nn.e.r.ait	r-R.ay-Ej.o-O.nn-n.e-°.r-R.ait-E	1.1.1.1.0.1.1.
rayonnes	REjOn	VER	r.ay.o.nn.es	r-R.ay-Ej.o-O.nn-n.es-#	1.1.1.1.1.
rayonneur	REjOn9R	NOM	r.ay.o.nn.eu.r	r-R.ay-Ej.o-O.nn-n.eu-9.r-R	1.1.1.1.0.1.
rayonnez	REjone	VER	r.ay.o.nn.ez	r-R.ay-Ej.o-o.nn-n.ez-e	1.1.0.1.1.
rayonné	REjone	VER	r.ay.o.nn.é	r-R.ay-Ej.o-o.nn-n.é-e	1.1.0.1.1.
rayons	REj§	VER	r.ay.ons	r-R.ay-Ej.ons-§	1.1.1.
rayons	REj§	NOM	r.ay.on.s	r-R.ay-Ej.on-§.s-#	1.1.1.1.
rayure	REjyR	NOM	r.a.y.u.r.e	r-R.a-E.y-j.u-y.r-R.e-#	1.0.0.1.1.1.
rayures	REjyR	NOM	r.a.y.u.r.es	r-R.a-E.y-j.u-y.r-R.es-#	1.0.0.1.1.1.
rayât	REja	VER	r.a.y.ât	r-R.a-E.y-j.ât-a	1.0.0.1.
rayé	REje	VER	r.a.y.é	r-R.a-E.y-j.é-e	1.0.0.1.
rayé	REje	ADJ	r.a.y.é	r-R.a-E.y-j.é-e	1.0.0.1.
rayée	REje	VER	r.a.y.é.e	r-R.a-E.y-j.é-e.e-#	1.0.0.1.1.
rayée	REje	ADJ	r.a.y.é.e	r-R.a-E.y-j.é-e.e-#	1.0.0.1.1.
rayées	REje	VER	r.a.y.é.es	r-R.a-E.y-j.é-e.es-#	1.0.0.1.1.
rayées	REje	ADJ	r.a.y.é.es	r-R.a-E.y-j.é-e.es-#	1.0.0.1.1.
rayés	REje	VER	r.a.y.é.s	r-R.a-E.y-j.é-e.s-#	1.0.0.1.1.
rayés	REje	ADJ	r.a.y.é.s	r-R.a-E.y-j.é-e.s-#	1.0.0.1.1.
raz	Ra	NOM	r.a.z	r-R.a-a.z-#	1.1.0.
razzia	Radzja	NOM	r.a.zz.i.a	r-R.a-a.zz-dz.i-j.a-a	1.1.1.0.1.
razziais	RadzjE	VER	r.a.zz.i.ais	r-R.a-a.zz-dz.i-j.ais-E	1.1.1.0.1.
razzias	Radzja	NOM	r.a.zz.i.a.s	r-R.a-a.zz-dz.i-j.a-a.s-#	1.1.1.0.1.1.
razzier	Radzje	VER	r.a.zz.i.er	r-R.a-a.zz-dz.i-j.er-e	1.1.1.0.1.
raïa	Raja	NOM	r.a.ï.a	r-R.a-a.ï-j.a-a	1.1.0.1.
raïs	Rai	NOM	r.a.ï.s	r-R.a-a.ï-i.s-#	1.1.1.1.
re	R2	ADV	r.e	r-R.e-2	1.0.
reader	Rid9R	NOM	r.ea.d.e.r	r-R.ea-i.d-d.e-9.r-R	1.1.1.0.1.
rebab	R°bab	NOM	r.e.b.a.b	r-R.e-°.b-b.a-a.b-b	1.0.1.1.1.
rebaise	R°bEz	VER	r.e.b.ai.s.e	r-R.e-°.b-b.ai-E.s-z.e-#	1.0.1.1.0.1.
rebaisent	R°bEz	VER	r.e.b.ai.s.ent	r-R.e-°.b-b.ai-E.s-z.ent-#	1.0.1.1.0.0.
rebaiser	R°bEze	VER	r.e.b.ai.s.er	r-R.e-°.b-b.ai-E.s-z.er-e	1.0.1.1.0.1.
rebaissa	R°bEsa	VER	r.e.b.ai.ss.a	r-R.e-°.b-b.ai-E.ss-s.a-a	1.0.1.1.1.1.
rebaissait	R°bEsE	VER	r.e.b.ai.ss.ait	r-R.e-°.b-b.ai-E.ss-s.ait-E	1.0.1.1.1.1.
rebaisse	R°bEs	VER	r.e.b.ai.ss.e	r-R.e-°.b-b.ai-E.ss-s.e-#	1.0.1.1.1.1.
rebaissé	R°bese	VER	r.e.b.ai.ss.é	r-R.e-°.b-b.ai-e.ss-s.é-e	1.0.1.0.1.1.
rebaisé	R°bEze	VER	r.e.b.ai.s.é	r-R.e-°.b-b.ai-E.s-z.é-e	1.0.1.1.0.1.
rebander	R°b@de	VER	r.e.b.an.d.er	r-R.e-°.b-b.an-@.d-d.er-e	1.0.1.1.1.1.
rebaptisa	R°batiza	VER	r.e.b.a.p.t.i.s.a	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.a-a	1.0.1.1.0.1.1.0.1.
rebaptise	R°batiz	VER	r.e.b.a.p.t.i.s.e	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.e-#	1.0.1.1.0.1.1.0.1.
rebaptiser	R°batize	VER	r.e.b.a.p.t.i.s.er	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.er-e	1.0.1.1.0.1.1.0.1.
rebaptisé	R°batize	VER	r.e.b.a.p.t.i.s.é	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.é-e	1.0.1.1.0.1.1.0.1.
rebaptisée	R°batize	VER	r.e.b.a.p.t.i.s.é.e	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.é-e.e-#	1.0.1.1.0.1.1.0.1.1.
rebaptisées	R°batize	VER	r.e.b.a.p.t.i.s.é.es	r-R.e-°.b-b.a-a.p-#.t-t.i-i.s-z.é-e.es-#	1.0.1.1.0.1.1.0.1.1.
rebarré	R2baRe	ADJ	r.e.b.a.rr.é	r-R.e-2.b-b.a-a.rr-R.é-e	1.0.1.1.1.1.
rebasculait	R°baskylE	VER	r.e.b.a.s.c.u.l.ait	r-R.e-°.b-b.a-a.s-s.c-k.u-y.l-l.ait-E	1.0.1.1.0.0.1.1.1.
rebascule	R°baskyl	VER	r.e.b.a.s.c.u.l.e	r-R.e-°.b-b.a-a.s-s.c-k.u-y.l-l.e-#	1.0.1.1.0.0.1.1.1.
rebasculera	R°baskyl°Ra	VER	r.e.b.a.s.c.u.l.e.r.a	r-R.e-°.b-b.a-a.s-s.c-k.u-y.l-l.e-°.r-R.a-a	1.0.1.1.0.0.1.1.0.1.1.
rebat	R°ba	VER	r.e.b.a.t	r-R.e-°.b-b.a-a.t-#	1.0.1.1.1.
rebats	R°ba	VER	r.e.b.a.ts	r-R.e-°.b-b.a-a.ts-#	1.0.1.1.1.
rebattait	R°batE	VER	r.e.b.a.tt.ait	r-R.e-°.b-b.a-a.tt-t.ait-E	1.0.1.1.1.1.
rebattent	R°bat	VER	r.e.b.a.tt.ent	r-R.e-°.b-b.a-a.tt-t.ent-#	1.0.1.1.1.0.
rebattez	R°bate	VER	r.e.b.a.tt.ez	r-R.e-°.b-b.a-a.tt-t.ez-e	1.0.1.1.1.1.
rebattit	R°bati	VER	r.e.b.a.tt.it	r-R.e-°.b-b.a-a.tt-t.it-i	1.0.1.1.1.1.
rebattre	R°batR	VER	r.e.b.a.tt.r.e	r-R.e-°.b-b.a-a.tt-t.r-R.e-#	1.0.1.1.1.1.1.
rebattu	R°baty	VER	r.e.b.a.tt.u	r-R.e-°.b-b.a-a.tt-t.u-y	1.0.1.1.1.1.
rebattu	R°baty	ADJ	r.e.b.a.tt.u	r-R.e-°.b-b.a-a.tt-t.u-y	1.0.1.1.1.1.
rebattue	R°baty	VER	r.e.b.a.tt.u.e	r-R.e-°.b-b.a-a.tt-t.u-y.e-#	1.0.1.1.1.1.1.
rebattue	R°baty	ADJ	r.e.b.a.tt.u.e	r-R.e-°.b-b.a-a.tt-t.u-y.e-#	1.0.1.1.1.1.1.
rebattues	R°baty	VER	r.e.b.a.tt.u.es	r-R.e-°.b-b.a-a.tt-t.u-y.es-#	1.0.1.1.1.1.1.
rebattues	R°baty	ADJ	r.e.b.a.tt.u.es	r-R.e-°.b-b.a-a.tt-t.u-y.es-#	1.0.1.1.1.1.1.
rebattus	R°baty	VER	r.e.b.a.tt.us	r-R.e-°.b-b.a-a.tt-t.us-y	1.0.1.1.1.1.
rebattus	R°baty	ADJ	r.e.b.a.tt.u.s	r-R.e-°.b-b.a-a.tt-t.u-y.s-#	1.0.1.1.1.1.1.
rebec	R2bEk	NOM	r.e.b.e.c	r-R.e-2.b-b.e-E.c-k	1.0.1.1.1.
rebecter	R2bEkte	VER	r.e.b.e.c.t.er	r-R.e-2.b-b.e-E.c-k.t-t.er-e	1.0.1.1.0.1.1.
rebecté	R2bEkte	VER	r.e.b.e.c.t.é	r-R.e-2.b-b.e-E.c-k.t-t.é-e	1.0.1.1.0.1.1.
rebella	R°bEla	VER	r.e.b.e.ll.a	r-R.e-°.b-b.e-E.ll-l.a-a	1.0.1.1.1.1.
rebellaient	R°bElE	VER	r.e.b.e.ll.aient	r-R.e-°.b-b.e-E.ll-l.aient-E	1.0.1.1.1.1.
rebellais	R°bElE	VER	r.e.b.e.ll.ais	r-R.e-°.b-b.e-E.ll-l.ais-E	1.0.1.1.1.1.
rebellait	R°bElE	VER	r.e.b.e.ll.ait	r-R.e-°.b-b.e-E.ll-l.ait-E	1.0.1.1.1.1.
rebellant	R°bEl@	VER	r.e.b.e.ll.ant	r-R.e-°.b-b.e-E.ll-l.ant-@	1.0.1.1.1.1.
rebelle	R°bEl	ADJ	r.e.b.e.ll.e	r-R.e-°.b-b.e-E.ll-l.e-#	1.0.1.1.1.1.
rebelle	R°bEl	NOM	r.e.b.e.ll.e	r-R.e-°.b-b.e-E.ll-l.e-#	1.0.1.1.1.1.
rebelle	R°bEl	VER	r.e.b.e.ll.e	r-R.e-°.b-b.e-E.ll-l.e-#	1.0.1.1.1.1.
rebellent	R°bEl	VER	r.e.b.e.ll.ent	r-R.e-°.b-b.e-E.ll-l.ent-#	1.0.1.1.1.0.
rebeller	R°bEle	VER	r.e.b.e.ll.er	r-R.e-°.b-b.e-E.ll-l.er-e	1.0.1.1.1.1.
rebelles	R°bEl	ADJ	r.e.b.e.ll.es	r-R.e-°.b-b.e-E.ll-l.es-#	1.0.1.1.1.1.
rebelles	R°bEl	NOM	r.e.b.e.ll.es	r-R.e-°.b-b.e-E.ll-l.es-#	1.0.1.1.1.1.
rebelles	R°bEl	VER	r.e.b.e.ll.es	r-R.e-°.b-b.e-E.ll-l.es-#	1.0.1.1.1.1.
rebellez	R°bEle	VER	r.e.b.e.ll.ez	r-R.e-°.b-b.e-E.ll-l.ez-e	1.0.1.1.1.1.
rebellât	R°bEla	VER	r.e.b.e.ll.ât	r-R.e-°.b-b.e-E.ll-l.ât-a	1.0.1.1.1.1.
rebellèrent	R°bElER	VER	r.e.b.e.ll.è.r.ent	r-R.e-°.b-b.e-E.ll-l.è-E.r-R.ent-#	1.0.1.1.1.1.1.0.
rebellé	R°bEle	VER	r.e.b.e.ll.é	r-R.e-°.b-b.e-E.ll-l.é-e	1.0.1.0.1.1.
rebellée	R°bEle	VER	r.e.b.e.ll.é.e	r-R.e-°.b-b.e-E.ll-l.é-e.e-#	1.0.1.0.1.1.1.
rebellés	R°bEle	VER	r.e.b.e.ll.é.s	r-R.e-°.b-b.e-E.ll-l.é-e.s-#	1.0.1.1.1.1.1.
rebelote	R°b2lOt	ONO	r.e.b.e.l.o.t.e	r-R.e-°.b-b.e-2.l-l.o-O.t-t.e-#	1.0.1.0.1.1.1.1.
rebiffa	R°bifa	VER	r.e.b.i.ff.a	r-R.e-°.b-b.i-i.ff-f.a-a	1.0.1.1.1.1.
rebiffai	R°bife	VER	r.e.b.i.ff.ai	r-R.e-°.b-b.i-i.ff-f.ai-e	1.0.1.1.1.1.
rebiffaient	R°bifE	VER	r.e.b.i.ff.aient	r-R.e-°.b-b.i-i.ff-f.aient-E	1.0.1.1.1.1.
rebiffais	R°bifE	VER	r.e.b.i.ff.ais	r-R.e-°.b-b.i-i.ff-f.ais-E	1.0.1.1.1.1.
rebiffait	R°bifE	VER	r.e.b.i.ff.ait	r-R.e-°.b-b.i-i.ff-f.ait-E	1.0.1.1.1.1.
rebiffant	R°bif@	VER	r.e.b.i.ff.ant	r-R.e-°.b-b.i-i.ff-f.ant-@	1.0.1.1.1.1.
rebiffe	R°bif	VER	r.e.b.i.ff.e	r-R.e-°.b-b.i-i.ff-f.e-#	1.0.1.1.1.1.
rebiffent	R°bif	VER	r.e.b.i.ff.ent	r-R.e-°.b-b.i-i.ff-f.ent-#	1.0.1.1.1.0.
rebiffer	R°bife	VER	r.e.b.i.ff.er	r-R.e-°.b-b.i-i.ff-f.er-e	1.0.1.1.1.1.
rebifferai	R°bif°Re	VER	r.e.b.i.ff.e.r.ai	r-R.e-°.b-b.i-i.ff-f.e-°.r-R.ai-e	1.0.1.1.1.0.1.1.
rebiffes	R°bif	VER	r.e.b.i.ff.es	r-R.e-°.b-b.i-i.ff-f.es-#	1.0.1.1.1.1.
rebiffèrent	R°bifER	VER	r.e.b.i.ff.è.r.ent	r-R.e-°.b-b.i-i.ff-f.è-E.r-R.ent-#	1.0.1.1.1.1.1.0.
rebiffé	R°bife	VER	r.e.b.i.ff.é	r-R.e-°.b-b.i-i.ff-f.é-e	1.0.1.1.1.1.
rebiffée	R°bife	VER	r.e.b.i.ff.é.e	r-R.e-°.b-b.i-i.ff-f.é-e.e-#	1.0.1.1.1.1.1.
rebiquaient	R°bikE	VER	r.e.b.i.qu.aient	r-R.e-°.b-b.i-i.qu-k.aient-E	1.0.1.1.1.1.
rebiquait	R°bikE	VER	r.e.b.i.qu.ait	r-R.e-°.b-b.i-i.qu-k.ait-E	1.0.1.1.1.1.
rebique	R°bik	VER	r.e.b.i.qu.e	r-R.e-°.b-b.i-i.qu-k.e-#	1.0.1.1.1.1.
rebiquer	R°bike	VER	r.e.b.i.qu.er	r-R.e-°.b-b.i-i.qu-k.er-e	1.0.1.1.1.1.
rebiquée	R°bike	VER	r.e.b.i.qu.é.e	r-R.e-°.b-b.i-i.qu-k.é-e.e-#	1.0.1.1.1.1.1.
reblanchir	R°bl@SiR	VER	r.e.b.l.an.ch.i.r	r-R.e-°.b-b.l-l.an-@.ch-S.i-i.r-R	1.0.1.1.1.1.1.1.
reblochon	R°bloS§	NOM	r.e.b.l.o.ch.on	r-R.e-°.b-b.l-l.o-o.ch-S.on-§	1.0.1.1.0.1.1.
reblochons	R°bloS§	NOM	r.e.b.l.o.ch.on.s	r-R.e-°.b-b.l-l.o-o.ch-S.on-§.s-#	1.0.1.1.0.1.1.1.
rebloquer	R2blOke	VER	r.e.b.l.o.qu.er	r-R.e-2.b-b.l-l.o-O.qu-k.er-e	1.0.1.1.1.1.1.
rebobiner	R2bObine	VER	r.e.b.o.b.i.n.er	r-R.e-2.b-b.o-O.b-b.i-i.n-n.er-e	1.0.1.1.1.1.1.1.
reboire	R°bwaR	VER	r.e.b.oi.r.e	r-R.e-°.b-b.oi-wa.r-R.e-#	1.0.1.1.1.1.
rebois	R°bwa	VER	r.e.b.oi.s	r-R.e-°.b-b.oi-wa.s-#	1.0.1.1.1.
reboise	R°bwaz	VER	r.e.b.oi.s.e	r-R.e-°.b-b.oi-wa.s-z.e-#	1.0.1.1.0.1.
reboisement	R°bwaz°m@	NOM	r.e.b.oi.s.e.m.ent	r-R.e-°.b-b.oi-wa.s-z.e-°.m-m.ent-@	1.0.1.1.0.0.1.1.
reboisées	R°bwaze	VER	r.e.b.oi.s.é.es	r-R.e-°.b-b.oi-wa.s-z.é-e.es-#	1.0.1.1.0.1.1.
reboit	R°bwa	VER	r.e.b.oi.t	r-R.e-°.b-b.oi-wa.t-#	1.0.1.1.1.
rebond	R°b§	NOM	r.e.b.on.d	r-R.e-°.b-b.on-§.d-#	1.0.1.1.1.
rebondi	R°b§di	ADJ	r.e.b.on.d.i	r-R.e-°.b-b.on-§.d-d.i-i	1.0.1.1.1.1.
rebondi	R°b§di	VER	r.e.b.on.d.i	r-R.e-°.b-b.on-§.d-d.i-i	1.0.1.1.1.1.
rebondie	R°b§di	ADJ	r.e.b.on.d.i.e	r-R.e-°.b-b.on-§.d-d.i-i.e-#	1.0.1.1.1.1.1.
rebondie	R°b§di	VER	r.e.b.on.d.i.e	r-R.e-°.b-b.on-§.d-d.i-i.e-#	1.0.1.1.1.1.1.
rebondies	R°b§di	ADJ	r.e.b.on.d.i.es	r-R.e-°.b-b.on-§.d-d.i-i.es-#	1.0.1.1.1.1.1.
rebondies	R°b§di	VER	r.e.b.on.d.i.es	r-R.e-°.b-b.on-§.d-d.i-i.es-#	1.0.1.1.1.1.1.
rebondir	R°b§diR	VER	r.e.b.on.d.i.r	r-R.e-°.b-b.on-§.d-d.i-i.r-R	1.0.1.1.1.1.1.
rebondira	R°b§diRa	VER	r.e.b.on.d.i.r.a	r-R.e-°.b-b.on-§.d-d.i-i.r-R.a-a	1.0.1.1.1.1.1.1.
rebondiraient	R°b§diRE	VER	r.e.b.on.d.i.r.aient	r-R.e-°.b-b.on-§.d-d.i-i.r-R.aient-E	1.0.1.1.1.1.1.1.
rebondirait	R°b§diRE	VER	r.e.b.on.d.i.r.ait	r-R.e-°.b-b.on-§.d-d.i-i.r-R.ait-E	1.0.1.1.1.1.1.1.
rebondirent	R°b§diR	VER	r.e.b.on.d.i.r.ent	r-R.e-°.b-b.on-§.d-d.i-i.r-R.ent-#	1.0.1.1.1.1.1.0.
rebondis	R°b§di	ADJ	r.e.b.on.d.i.s	r-R.e-°.b-b.on-§.d-d.i-i.s-#	1.0.1.1.1.1.1.
rebondis	R°b§di	VER	r.e.b.on.d.is	r-R.e-°.b-b.on-§.d-d.is-i	1.0.1.1.1.1.
rebondissaient	R°b§disE	VER	r.e.b.on.d.i.ss.aient	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.aient-E	1.0.1.1.1.1.1.1.
rebondissais	R°b§disE	VER	r.e.b.on.d.i.ss.ais	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.ais-E	1.0.1.1.1.1.1.1.
rebondissait	R°b§disE	VER	r.e.b.on.d.i.ss.ait	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.ait-E	1.0.1.1.1.1.1.1.
rebondissant	R°b§dis@	ADJ	r.e.b.on.d.i.ss.ant	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.ant-@	1.0.1.1.1.1.1.1.
rebondissante	R°b§dis@t	ADJ	r.e.b.on.d.i.ss.an.t.e	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.an-@.t-t.e-#	1.0.1.1.1.1.1.1.1.1.
rebondissantes	R°b§dis@t	ADJ	r.e.b.on.d.i.ss.an.t.es	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.an-@.t-t.es-#	1.0.1.1.1.1.1.1.1.1.
rebondissants	R°b§dis@	ADJ	r.e.b.on.d.i.ss.an.ts	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.an-@.ts-#	1.0.1.1.1.1.1.1.1.
rebondisse	R°b§dis	VER	r.e.b.on.d.i.ss.e	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.e-#	1.0.1.1.1.1.1.1.
rebondissement	R°b§dis°m@	NOM	r.e.b.on.d.i.ss.e.m.ent	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.e-°.m-m.ent-@	1.0.1.1.1.1.1.0.1.1.
rebondissements	R°b§dis°m@	NOM	r.e.b.on.d.i.ss.e.m.en.ts	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.e-°.m-m.en-@.ts-#	1.0.1.1.1.1.1.0.1.1.1.
rebondissent	R°b§dis	VER	r.e.b.on.d.i.ss.ent	r-R.e-°.b-b.on-§.d-d.i-i.ss-s.ent-#	1.0.1.1.1.1.1.0.
rebondit	R°b§di	VER	r.e.b.on.d.it	r-R.e-°.b-b.on-§.d-d.it-i	1.0.1.1.1.1.
rebonds	R°b§	NOM	r.e.b.on.ds	r-R.e-°.b-b.on-§.ds-#	1.0.1.1.1.
rebonjour	R2b§ZuR	NOM	r.e.b.on.j.ou.r	r-R.e-2.b-b.on-§.j-Z.ou-u.r-R	1.0.1.1.1.1.1.
rebooter	R°bOOte	VER	r.e.b.o.o.t.er	r-R.e-°.b-b.o-O.o-O.t-t.er-e	1.0.1.1.1.1.1.
rebord	R°bOR	NOM	r.e.b.o.r.d	r-R.e-°.b-b.o-O.r-R.d-#	1.0.1.1.1.1.
reborder	R2bORde	VER	r.e.b.o.r.d.er	r-R.e-2.b-b.o-O.r-R.d-d.er-e	1.0.1.1.1.1.1.
rebords	R°bOR	NOM	r.e.b.o.r.ds	r-R.e-°.b-b.o-O.r-R.ds-#	1.0.1.1.1.1.
rebordée	R°bORde	VER	r.e.b.o.r.d.é.e	r-R.e-°.b-b.o-O.r-R.d-d.é-e.e-#	1.0.1.1.1.1.1.1.
reboucha	R°buSa	VER	r.e.b.ou.ch.a	r-R.e-°.b-b.ou-u.ch-S.a-a	1.0.1.1.1.1.
rebouchait	R°buSE	VER	r.e.b.ou.ch.ait	r-R.e-°.b-b.ou-u.ch-S.ait-E	1.0.1.1.1.1.
rebouchant	R°buS@	VER	r.e.b.ou.ch.ant	r-R.e-°.b-b.ou-u.ch-S.ant-@	1.0.1.1.1.1.
rebouche	R°buS	VER	r.e.b.ou.ch.e	r-R.e-°.b-b.ou-u.ch-S.e-#	1.0.1.1.1.1.
rebouchent	R°buS	VER	r.e.b.ou.ch.ent	r-R.e-°.b-b.ou-u.ch-S.ent-#	1.0.1.1.1.0.
reboucher	R°buSe	VER	r.e.b.ou.ch.er	r-R.e-°.b-b.ou-u.ch-S.er-e	1.0.1.1.1.1.
reboucheront	R°buS°R§	VER	r.e.b.ou.ch.e.r.ont	r-R.e-°.b-b.ou-u.ch-S.e-°.r-R.ont-§	1.0.1.1.1.0.1.1.
rebouchez	R°buSe	VER	r.e.b.ou.ch.ez	r-R.e-°.b-b.ou-u.ch-S.ez-e	1.0.1.1.1.1.
rebouchèrent	R°buSER	VER	r.e.b.ou.ch.è.r.ent	r-R.e-°.b-b.ou-u.ch-S.è-E.r-R.ent-#	1.0.1.1.1.1.1.0.
rebouché	R°buSe	VER	r.e.b.ou.ch.é	r-R.e-°.b-b.ou-u.ch-S.é-e	1.0.1.1.1.1.
rebouchée	R°buSe	VER	r.e.b.ou.ch.é.e	r-R.e-°.b-b.ou-u.ch-S.é-e.e-#	1.0.1.1.1.1.1.
rebouchées	R°buSe	VER	r.e.b.ou.ch.é.es	r-R.e-°.b-b.ou-u.ch-S.é-e.es-#	1.0.1.1.1.1.1.
rebouchés	R°buSe	VER	r.e.b.ou.ch.é.s	r-R.e-°.b-b.ou-u.ch-S.é-e.s-#	1.0.1.1.1.1.1.
reboucla	R°bukla	VER	r.e.b.ou.c.l.a	r-R.e-°.b-b.ou-u.c-k.l-l.a-a	1.0.1.1.0.1.1.
reboucle	R°bukl	VER	r.e.b.ou.c.l.e	r-R.e-°.b-b.ou-u.c-k.l-l.e-#	1.0.1.1.0.1.1.
reboucler	R°bukle	VER	r.e.b.ou.c.l.er	r-R.e-°.b-b.ou-u.c-k.l-l.er-e	1.0.1.1.0.1.1.
rebouclé	R°bukle	VER	r.e.b.ou.c.l.é	r-R.e-°.b-b.ou-u.c-k.l-l.é-e	1.0.1.1.0.1.1.
rebouclée	R°bukle	VER	r.e.b.ou.c.l.é.e	r-R.e-°.b-b.ou-u.c-k.l-l.é-e.e-#	1.0.1.1.0.1.1.1.
reboule	R2bul	NOM	r.e.b.ou.l.e	r-R.e-2.b-b.ou-u.l-l.e-#	1.0.1.1.1.1.
rebourrer	R2buRe	VER	r.e.b.ou.rr.er	r-R.e-2.b-b.ou-u.rr-R.er-e	1.0.1.1.1.1.
